,3_X_13_11,3_X_15_11,3_X_16_11,3_X_28_11,3_X_45_11,3_X_46_11,3_X_47_11,3_X_49_11,3_X_50_11,5_11_1_-1,5_11_1_1,5_11_1_3,5_11_1_5,5_11_1_8,5_12_2_-1,5_12_2_1,5_12_2_3,5_12_2_5,5_12_2_8,5_13_5_-1,5_13_5_1,5_13_5_3,5_13_5_5,5_13_5_8,5_14_1_-1,5_14_1_1,5_14_1_3,5_14_1_5,5_14_1_8,5_14_5_-1,5_14_5_1,5_14_5_3,5_14_5_5,5_14_5_8,ID
917_1,25933.9322,0,36755.85794,72831.48145,0,0,0,0,0,0,205185.1868,0,0,0,0,0,111225.3262,0,0,0,0,20065.61827,87070.5559,6532.888265,0,0,0,0,9507.442499,0,0,0,15698.37778,0,917_1
916_1,403156.1309,63486.71246,191313.0991,327277.2339,0,0,0,0,0,0,149517.5535,330702.9119,76012.15906,460496.8374,0,0,486296.4696,175397.8374,372289.9271,0,116800.1714,102352.1016,1300682.678,242784.851,0,0,204146.4582,277651.4726,180128.8323,0,322179.4699,290731.0425,846511.1329,839212.2495,916_1
915_1,84798.46504,73253.899,147163.9224,17010.25124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28118.70922,122015.2606,439429.5946,0,0,0,0,13323.13848,0,0,0,21998.73006,0,915_1
914_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480447.543,18566.59729,0,0,0,0,0,14109.69166,0,0,0,0,0,0,0,0,0,0,914_1
913_1,386701.6936,177544.3946,602874.5525,561096.1521,0,0,0,0,0,0,101984.0964,676705.2467,311081.7898,81938.93904,0,0,0,320455.5049,234400.9943,0,119501.9548,508638.4304,454409.1467,789038.0598,0,0,0,378765.354,297708.1372,0,0,174974.1987,1123579.267,924672.6812,913_1
912_1,24752.43187,4157.728891,47610.3783,57927.84876,0,0,0,0,0,0,554872.4698,108288.2542,49780.17251,78672.58042,0,210315.2192,265395.2829,16409.65774,243811.7404,0,76492.13961,124484.5361,498622.7279,59234.99257,173392.1961,360734.2858,133695.004,30305.54228,54445.80966,0,0,274398.6038,329630.174,295937.3843,912_1
911_1,0,0,26348.51065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21568.38248,0,0,0,0,764604.6122,16390.8993,0,0,0,0,23854.00244,0,0,88325.29909,0,0,911_1
910_1,2160114.992,987555.8406,1211291.363,2017721.599,800511.6473,0,0,0,0,0,297225.9058,931322.663,491089.7917,676615.9236,252765.2154,159599.6218,926429.0997,1379127.489,199250.9749,0,319257.167,443264.5959,5533871.904,2555110.283,131580.2491,547493.0042,202911.3457,206978.7339,919296.5554,0,0,1529852.199,989201.3227,6352258.135,910_1
91_1,0,2556.362722,9244.120334,0,0,0,0,0,0,0,301024.4862,66580.59325,0,72557.2748,0,0,1370688.579,22701.17568,155672.299,0,282185.2881,52988.40792,191610.0994,28752.9431,319828.4626,332694.0157,1726238.434,0,16737.89247,0,0,123952.3105,152003.8302,0,91_1
909_1,273763.8153,88432.31508,76747.69673,133065.6572,0,0,0,0,0,0,0,0,127055.2077,0,0,0,0,52353.48655,47868.22632,0,0,24440.3897,106053.962,143229.777,0,0,0,0,23160.57213,0,0,114343.6043,38241.97843,0,909_1
908_1,236896.0233,98038.3277,221052.7657,371210.4401,0,0,0,0,0,137644.6643,162981.2195,720963.6941,258927.6745,250981.6886,138601.5897,0,44173.84992,256060.6546,54628.76254,0,63658.86121,255014.0377,1486967.02,526699.4096,0,0,111264.6573,428758.7906,396473.8699,0,351190.8914,260985.2124,760634.7633,703677.7885,908_1
907_1,53266.2627,38614.53164,81737.48506,86604.82404,0,0,0,0,0,0,243988.2678,269826.6147,169144.7038,124747.5953,113176.9947,0,144283.0083,133817.4567,76470.60303,0,51981.50045,84595.52843,1807185.78,112287.8094,117831.5388,0,90854.6544,185351.699,67832.51157,0,0,95138.83481,361463.6537,114919.515,907_1
906_1,776427.1417,524134.4866,447138.7549,647971.8961,0,0,0,0,0,0,144881.3503,769076.5392,1160069.288,1059282.412,0,0,659704.513,1234631.787,965689.4352,0,169767.691,858601.5164,2729736.761,1718757.324,153931.5957,160123.7123,237379.6026,807126.3737,866004.0015,0,187313.6453,1108635.815,2254614.032,1688933.418,906_1
905_1,10909.95742,3665.146553,0,0,0,0,0,0,0,0,0,95458.92285,0,381435.6334,0,556195.0676,421115.1657,21698.3125,545582.4349,0,101144.7268,278561.5501,1428534.09,8244.819828,0,0,1767834.541,160290.7598,47995.40249,0,0,518334.712,376430.0768,782629.5886,905_1
904_1,2479007.816,601474.2404,2559812.911,2204606.174,0,0,0,0,0,0,326891.9896,1807549.186,1163303.955,1663391.618,0,0,885996.4196,465647.4363,313054.5599,0,127680.7958,1790188.848,2635622.417,1290580.771,0,0,0,303516.3436,863369.7688,0,0,467374.0478,1175468.265,282273.7897,904_1
903_1,290413.8332,219516.9735,303800.0883,226550.7849,0,0,0,0,0,323418.9773,63825.23628,1058764.89,121678.7067,282041.4928,0,0,311381.3697,304839.544,55011.1465,0,74788.52848,262149.0352,1218793.862,719374.302,0,0,0,237044.687,434737.8662,0,0,186158.5183,615278.5126,496022.3164,903_1
902_1,21058.75502,74283.14467,115121.5451,73925.36513,0,0,0,0,0,0,83306.77642,1013418.565,0,0,0,0,0,104706.9731,23934.11316,0,0,73321.16909,689350.7529,39786.04917,0,0,0,154699.2216,46321.14427,0,0,14292.95053,172088.9029,0,902_1
901_1,2803385.669,1719031.4,1796045.83,2427556.814,467301.7033,0,0,0,0,0,679568.0934,5724452.944,2502897.846,1829673.357,221328.9765,372667.5327,846479.7276,2493357.249,930508.0845,163699.9569,592987.7523,2842089.313,7399591.471,6879108.27,230431.4049,399501.3911,355350.7977,3101165.224,2271185.066,91765.53554,560806.8473,2173105.391,6620763.107,3165041.153,901_1
900_1,856725.6384,457221.5457,711409.7876,875595.0433,0,0,0,0,0,434775.8108,300303.4695,1043760.438,687011.0933,499790.7292,0,552864.5582,837187.036,851951.1082,160229.5719,0,552964.8835,453098.4821,2484964.99,1094092.528,0,237069.3884,175724.8705,517825.5383,512861.0524,0,554650.2851,588835.3273,1467163.807,777943.1839,900_1
90_1,302523.5146,79656.95488,163890.1154,183695.3543,0,0,0,0,0,0,129379.3729,500782.2499,591968.2816,181911.8432,0,0,210399.1498,146353.4035,92927.03077,0,75801.46566,132849.7932,1194124.52,321306.026,0,0,0,120127.6123,107908.3993,0,0,66592.88916,326653.8293,0,90_1
9_1,924114.9858,593248.5747,1129083.906,160337.8301,0,0,0,0,0,0,105049.6008,23234.86978,112151.3711,928421.0431,0,0,68333.4482,2640.703721,24144.6772,0,0,6163.851947,26746.74701,190646.3471,0,0,86058.80754,0,46728.66166,0,0,46860.75863,303805.0427,0,9_1
899_1,3649946.8,2018382.966,2443616.775,3557509.039,0,0,0,0,0,0,704873.9391,950040.0715,1049841.263,2875893.008,0,425803.4492,1110457.926,490038.292,94926.99761,124693.8181,542030.0039,652695.5416,1261887.265,2276508.192,0,121723.5599,0,122712.9875,1013510.909,0,0,1118651.341,2204337.007,998589.6365,899_1
898_1,17021.17417,10292.72359,12406.58255,38241.09113,0,0,0,0,0,0,188536.3887,29786.05487,0,54099.72244,0,0,175200.7958,13541.05216,30952.38694,0,126240.7868,63214.24102,137152.4922,38589.47626,0,297673.593,330970.5268,25007.76891,168480.1018,0,0,83178.52415,68001.71352,139545.1254,898_1
897_1,116400.3775,93159.84981,68623.17685,81723.16357,0,0,0,0,0,274508.735,54173.02663,569144.5041,82621.91203,163219.5785,0,174533.8019,88097.18652,255334.5847,23345.94024,0,95217.53106,270184.119,620686.3257,256134.9131,0,149680.8615,0,50299.17981,176966.0351,0,0,92944.70667,348153.8149,210504.7449,897_1
896_1,1442637.453,547182.0507,584180.8979,914838.2659,0,0,0,0,0,0,306825.8146,1425138.351,280772.9644,739555.9487,0,0,199586.3455,1234062.484,387865.8852,0,71905.88713,954169.561,4335722.146,2274228.503,325992.1803,339105.6776,0,455816.122,682418.5708,0,0,768575.1044,1619756.602,1351227.103,896_1
895_1,322049.1615,169286.8318,455669.3793,143644.0986,0,0,0,1064267.692,0,0,389694.4604,5403614.089,1680158.929,1842469.041,0,579466.8278,243741.6928,2637389.03,1774128.656,0,245879.022,976183.9333,9425934.145,1821035.77,0,165650.9952,122786.8342,2449296.463,4771174.766,0,193779.4929,195436.6625,8139461.09,2251989.743,895_1
894_1,238873.738,16377.23628,151016.3292,321729.5568,0,0,0,0,0,0,501410.369,0,0,139450.5901,0,0,125446.5994,33934.64216,66487.22686,0,0,45262.41753,270059.3487,103154.5695,0,213139.1002,0,71623.86573,686276.1186,0,249331.3529,258081.0556,168202.9414,199833.127,894_1
893_1,950597.919,578131.2617,390741.8557,627127.9391,0,0,0,0,0,0,129672.0864,0,0,260462.0121,0,0,158156.3744,142609.9498,102451.0002,0,113959.4433,171193.3179,722222.6823,919651.8262,172215.326,358285.863,132787.5718,0,81114.40195,0,0,406023.2735,44644.4816,587857.519,893_1
892_1,134400.9597,51924.04282,273481.8977,207594.4947,0,0,0,0,0,269415.8085,319007.7672,176395.338,141905.8164,149511.9602,0,0,0,53460.77737,61100.81578,0,62300.64803,62393.27685,507642.3412,81255.07037,0,587615.4043,0,0,59126.0617,0,0,63854.22056,231864.166,0,892_1
891_1,526184.2978,20554.5381,267579.8075,635758.1401,0,0,0,0,0,490591.6243,96815.98341,535343.9592,664464.3972,233359.8838,494002.2876,0,157443.9583,340722.1503,166891.9242,0,0,397651.7459,1047641.165,684320.0457,0,0,0,89892.79095,296079.7465,614457.0657,625855.3893,382046.7047,866645.9165,1128618.345,891_1
890_1,99399.17299,45414.02227,55545.89979,100493.054,0,0,0,0,0,478205.6667,188743.3442,208731.2561,119942.3476,126371.2507,160510.0737,202696.7755,153468.9737,83029.98614,72301.51417,0,73721.29372,119975.217,380443.8505,273427.5485,0,173833.5362,0,116831.0258,100574.3396,199647.9599,0,172707.793,209386.3758,81490.67694,890_1
89_1,354040.4228,46889.07413,324638.9102,401531.4569,0,0,0,0,0,0,296271.468,387218.7134,123233.9985,129839.3338,0,0,131400.5968,169263.152,85119.06409,0,31560.1967,79017.80128,445745.5996,499090.5597,143081.1543,297673.593,110323.5089,50015.53782,258336.1561,170939.1837,0,263398.6598,315280.6718,139545.1254,89_1
889_1,14392.47363,20952.01659,2914.040582,13473.02019,0,0,0,0,0,577013.725,645268.9119,1427205.723,260505.2471,594681.3463,0,489156.9866,925895.5961,1102044.359,719735.2386,0,88953.77295,412022.8875,1594602.088,152272.54,403280.3925,0,1865709.354,775340.2048,232157.8939,0,0,612154.7661,2021202.526,1278270.314,889_1
888_1,60398.03794,31629.19016,49634.44307,24943.91918,0,0,0,0,0,0,295148.6772,124344.7274,26794.37927,50815.00167,0,181124.8283,45712.02714,44162.82338,72682.70165,0,49406.64437,37110.07676,733587.5821,103369.5802,0,77666.67555,172708.5044,13049.6646,66426.20198,0,90854.92654,120568.2929,90325.33992,109227.0819,888_1
887_1,930449.2127,78144.95953,605532.2861,909892.384,0,0,0,0,0,0,131456.5646,145377.8091,100245.3933,52809.27034,0,0,0,66090.27294,0,0,0,0,167351.2061,313908.2779,0,0,0,244112.5332,127914.3525,0,0,0,181035.4208,170270.6575,887_1
886_1,2773033.666,609931.5705,2798132.983,4984597.488,0,0,0,2537256.642,0,0,357325.824,13356631.53,1062701.164,229674.2331,364650.0677,0,2556795.653,925181.4143,533832.1897,809110.5102,502444.6278,608023.2609,11690796.35,1467619.051,0,789837.1643,0,2521481.577,1261644.732,907128.6356,0,1042209.161,2198007.777,1295925.304,886_1
885_1,539382.8794,505229.2711,379955.3328,607487.6127,0,0,0,526080.617,0,0,162995.2647,458834.6157,203393.4453,321442.9837,0,0,168678.3256,480504.306,361858.05,0,104178.0226,343429.1781,830006.6022,1094062.865,78716.82947,81883.32547,242780.1727,357711.954,216277.111,0,0,414392.1004,1207370.839,710136.0516,885_1
884_1,0,4966.647574,26940.00783,20759.44947,0,0,0,0,0,0,0,0,0,187957.8928,0,0,380436.0136,14701.71378,33605.44868,0,0,34316.30227,74454.21005,33517.71653,0,0,479119.2387,0,16259.66697,0,0,80273.87727,53694.8595,303012.2722,884_1
883_1,867525.8671,286459.1513,421104.2166,791281.3699,0,0,0,0,0,148633.6958,117328.6841,1135345.633,380255.2993,659872.6431,299334.0371,0,477005.2372,527200.1455,842715.9597,0,103111.7174,662617.2388,2371179.883,893748.5961,0,0,480590.4339,653631.9211,379198.0674,0,189614.3247,608935.2845,1615792.087,911828.1272,883_1
882_1,355573.2196,210237.4117,224617.6046,272943.2853,1212293.162,0,0,0,0,0,262569.0021,248892.8983,42906.07801,105480.2965,0,241697.333,182997.6898,169723.9732,398734.8066,0,131858.8323,88036.58698,907288.8685,426356.4683,199264.8536,207280.5647,0,69655.14691,151210.6463,0,0,270293.9127,421863.0814,485850.8291,882_1
881_1,33569.09976,11277.37401,114185.0193,108414.7338,0,0,0,0,0,134583.0591,398390.1449,176231.8576,10126.73574,181381.9795,542074.7994,513410.8316,86382.59809,56749.43269,206024.1362,0,93364.36317,77919.3147,473360.4087,86253.49974,423276.2229,146767.7029,108789.8179,24660.11689,107066.6671,0,0,77465.40752,286513.5807,34401.3006,881_1
880_1,167653.9851,140151.4167,158672.4896,180667.5447,0,0,0,1095199.046,0,0,370172.6298,545831.8603,470473.5356,272629.9898,0,0,351155.9545,414860.5238,301327.6507,0,72292.89405,253401.3279,2061716.419,630546.7806,163873.3565,0,252710.9009,400985.7112,514568.5779,0,0,561009.8473,948763.3141,1278587.844,880_1
88_1,584670.6316,172463.9039,129927.2031,440525.3254,0,0,0,0,0,0,112824.9255,499092.321,86037.38477,0,0,0,0,198531.0167,162073.5222,0,0,132401.4812,574528.55,506504.6008,0,0,0,104756.9532,235253.0555,0,0,271003.3455,750988.1433,730689.0422,88_1
879_1,314459.3515,15650.52933,431530.9936,474263.3071,0,0,0,0,0,0,0,407618.8088,0,333156.8759,0,0,299700.3966,104235.6234,105894.983,0,0,297371.1724,645190.0196,123221.616,0,0,0,1026685.509,345844.6848,0,0,63238.26345,380698.2804,358061.1255,879_1
878_1,259046.467,90078.90926,179431.0434,248878.9708,1162097.837,0,0,0,0,182202.1591,71913.50336,119293.7104,27419.69351,144446.9377,0,0,175420.6211,94906.29533,72312.85381,0,0,147684.9646,68662.28907,178592.9354,0,0,147282.5765,100156.5851,134953.1957,0,0,55521.92578,272348.1425,279440.4267,878_1
877_1,489290.0979,135266.6001,433415.6982,722831.9567,0,0,0,0,0,0,483898.2735,906770.2184,271631.1618,329389.1543,0,259835.9697,65577.03331,403779.9485,142886.2065,152182.6053,189005.9059,347026.0211,1257724.378,550794.1831,0,222836.3294,0,262088.9252,454042.8109,0,260675.2278,412806.1548,687996.8689,835699.8877,877_1
876_1,1122186.173,279945.2428,2976209.761,1653751.236,0,0,0,0,0,0,615345.7596,14971238.67,0,494398.445,0,0,1143642.004,453002.1929,505112.5722,0,515031.4308,644746.4767,4532342.94,83965.64978,0,0,0,5223708.686,757620.6786,0,0,45246.39555,2602800.667,113861.9735,876_1
875_1,89656.08574,67467.72744,56636.25409,50357.08041,0,0,0,0,0,0,28373.79316,125514.3065,32455.68673,68390.61941,0,0,92283.9835,78457.66064,81518.16759,160620.4528,33247.57355,66594.01233,307031.4702,227654.9855,0,313588.8148,232443.9871,79034.45382,51274.29633,0,183419.0052,82757.59872,169324.8787,110254.4654,875_1
874_1,372134.1641,379217.1495,602767.2985,583504.0464,0,0,0,0,0,0,294426.6893,2170709.752,224522.2164,571678.4368,0,0,558602.5371,333054.235,84589.05746,0,230000.3376,503873.7876,2498805.68,323411.5285,260682.1031,542336.82,201000.3656,956804.0899,409275.8637,311437.1429,0,210478.3811,2207557.494,317799.6862,874_1
873_1,0,0,4681.065191,0,0,0,0,0,0,0,60973.4704,202291.6748,0,220450.6136,0,0,594937.1703,61309.27447,455461.081,0,71446.91338,268324.2784,698602.2688,436800.0292,0,0,249753.6457,56613.33217,152564.1092,0,0,303375.4777,895675.9543,789766.0286,873_1
872_1,0,0,24813.16511,0,0,0,0,0,0,0,215470.1586,0,0,0,0,0,0,0,30952.38694,0,0,0,205728.7383,0,0,0,0,0,14976.00905,0,696440.5835,73936.46591,0,0,872_1
871_1,0,0,0,0,0,0,0,0,0,0,122993.6957,272037.4454,0,296457.1914,0,0,800058.5694,15458.88358,141344.8056,0,0,108250.9964,548021.3315,0,0,0,1007589.815,0,51291.22412,0,0,126612.2313,423451.95,318618.0545,871_1
870_1,122031.1317,35405.42796,43799.85959,46732.60448,0,0,0,0,0,444763.004,131657.8764,630935.2389,50199.45421,511271.3738,0,0,285472.6595,628819.09,327820.3799,0,0,849762.0332,893906.5954,306005.2884,0,242515.0864,719045.7182,529720.4587,286722.9175,0,0,414123.4672,1138240.571,1023188.454,870_1
87_1,212330.3437,213994.0049,189663.8482,385839.423,0,0,0,0,0,0,197638.1454,2076396.156,1054996.346,873356.0709,0,636747.4567,160701.4196,993633.069,369080.5312,0,115793.2734,1246628.429,3145048.528,2170946.352,524959.8213,0,0,550515.8508,714303.9902,627169.9705,0,661221.4632,2109374.782,1407962.196,87_1
869_1,78855.71547,15894.71393,47897.69172,36909.03571,0,0,0,0,0,0,207964.6668,0,0,50126.65138,0,268006.9121,67639.20417,26138.75091,71698.12708,0,48737.37197,24404.91743,79425.02814,67538.11772,0,0,0,0,17345.21803,0,0,107041.5453,114559.4245,0,869_1
868_1,73266.36387,36920.21205,36158.41759,64299.17978,0,0,0,0,0,0,181147.4784,200330.9885,414415.2161,145542.6161,0,0,294585.4088,309646.7149,249810.415,0,127357.9619,308239.3523,1268357.118,304526.746,0,0,741998.8211,201832.6128,559015.9838,0,0,317010.7764,424094.3549,844680.2278,868_1
867_1,63794.42813,25003.32854,116247.979,109484.7678,0,0,0,0,0,426267.4779,224325.0966,0,171064.5458,22529.19948,286153.967,361363.5273,91200.41423,7048.766879,56392.70497,0,131428.7643,65812.08655,35697.224,61602.1959,148961.2017,154953.3772,114857.3518,0,280646.3066,0,0,38487.4754,32180.1384,72639.92827,867_1
866_1,1300630.916,299761.5477,519021.654,976864.2821,1933594.939,0,0,2124091.677,0,0,179483.4932,198490.7874,0,504719.9157,0,0,194586.27,157912.9799,103131.544,0,70104.48703,298387.0542,647394.1229,1154343.626,0,0,245060.9885,277748.0806,116431.4357,0,0,420851.3033,727795.1468,464956.2006,866_1
865_1,56675.90967,31156.35249,97017.24015,97669.81384,0,0,0,0,0,0,203823.123,270489.5794,139887.2415,163761.322,0,525339.2957,298314.8684,128091.034,199099.1376,0,47766.78419,179391.7651,726537.5262,249197.6269,0,112633.2514,667904.4864,94623.99047,189831.0336,0,0,223807.6806,290051.5348,211203.433,865_1
864_1,44560.17759,8554.155751,38666.09208,26815.80907,0,0,0,0,0,0,151094.1885,111396.7043,96017.11657,101163.6286,256985.3728,0,0,31651.317,14469.83291,0,0,88655.47335,160292.4557,105835.0862,0,0,0,46763.20935,28004.34732,0,325576.793,112334.0506,104039.6882,0,864_1
863_1,41425.08493,41749.6608,44033.46527,79981.00976,0,0,0,0,0,51899.6143,174116.522,101941.1228,89819.58574,102862.9462,104520.8557,131991.9674,83279.8636,70802.57081,188325.0305,0,12001.44721,90144.68252,384644.6055,124243.954,0,0,83905.79949,57058.46916,140950.0437,65003.32075,132418.2954,175724.6241,246837.073,172461.4165,863_1
862_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79454.11489,30269.6137,0,123456.0636,0,335317.6739,60381.18051,0,0,0,0,73228.27954,0,0,72305.51445,145094.5652,136466.9241,862_1
861_1,1476178.994,714025.8715,1378176.25,1909673.508,0,0,0,0,0,0,1027345.454,7295223.04,6865296.3,4518082.178,0,348408.9858,2462067.032,6109671.637,1506855.637,306088.0326,887020.1699,4457558.169,21683032.68,8847096.138,0,0,221479.6481,3464095.023,3825776.923,0,699068.6612,2226464.143,10784815.15,2241147.372,861_1
860_1,23794617.14,11153040.96,11371604.51,16851420.58,2789734.867,0,0,9193734.157,0,0,776860.7825,23864730.71,5101343.13,10472141.93,0,0,561486.8876,10708117.22,2504719.36,0,2933197.076,8103608.729,20548913.45,37843723.01,0,1907980.138,1060700.724,5770467.351,4919528.756,0,4463932.415,9892788.219,31580502.23,16323417.13,860_1
86_1,45276.3233,7605.179097,116880.3465,127151.628,0,0,0,0,0,0,179109.5693,198077.2649,0,0,0,0,145635.6615,382703.9867,25729.17164,0,0,26273.41893,342024.0274,188188.0126,0,0,0,332603.3265,385913.0332,0,0,107554.4528,369991.1413,0,86_1
859_1,279819.3371,47001.96524,575992.0129,523886.5361,0,0,0,0,0,0,0,272037.4454,187583.6543,296457.1914,0,0,0,633814.2269,106008.6042,0,0,144334.6619,704598.8548,140975.8034,0,0,503794.9077,342595.7011,102582.4482,780597.8174,795078.0911,0,169380.78,0,859_1
858_1,19508.64918,21846.1159,35549.20243,36524.70464,0,0,0,0,0,0,257248.9326,170694.95,19617.14159,330697.9084,0,0,251005.8079,96999.63757,679952.256,0,180862.0249,241507.9083,1539210.464,181830.1019,0,0,842974.6032,334394.7268,85823.01774,0,0,520807.4039,1039193.152,999614.0937,858_1
857_1,198631.6119,107944.4775,156136.1744,164066.6168,0,0,0,0,0,0,600883.7164,306700.2812,88118.9344,167115.7878,0,297833.4878,0,110381.4155,318709.7391,0,162484.1095,176286.1657,559007.0125,189843.6256,0,0,189329.3766,42916.55826,636093.9069,0,0,269629.5958,604716.704,119738.7205,857_1
856_1,132580.7417,16034.34539,96636.92414,141486.4382,0,0,0,0,0,0,209791.5892,92803.40377,15998.16671,0,0,0,68233.39922,26368.3739,60273.31571,237520.7281,0,73857.92729,106830.3453,100193.2717,0,463725.7729,515596.8382,155831.7196,46660.24488,0,0,223162.5541,125196.2866,0,856_1
855_1,11875.75693,23937.6129,21640.33416,83378.11674,0,0,0,0,0,0,93959.11832,0,322428.6255,75491.28482,0,0,0,82667.01352,0,0,220197.0445,192958.88,239229.9208,98721.58037,499142.1252,0,384866.2737,87240.21679,104488.3517,0,0,64482.29486,107829.8408,121701.6503,855_1
854_1,3465203.582,696452.1614,2978753.769,2381309.752,0,0,0,0,0,133838.821,396187.0657,2774907.306,694880.7398,2291873.661,0,170190.5645,2190575.111,1168549.121,3581690.401,0,371392.2502,2123182.831,4724239.715,2076296.397,280623.6833,0,2163764.304,2452374.758,2265338.762,0,170740.2721,1599651.216,3576770.48,2018452.716,854_1
853_1,0,7397.134684,0,0,0,0,0,0,0,0,174209.9154,674305.5827,33211.99959,34992.1609,0,0,0,109480.8473,100101.3365,0,0,25554.69318,221778.498,0,0,0,0,323504.7553,157407.4143,0,563079.6207,14944.60481,619775.7719,0,853_1
852_1,0,0,13174.25533,0,0,0,0,0,0,0,0,0,0,0,0,1105729.116,0,0,98602.81349,0,201078.1394,100688.5516,0,16390.8993,0,0,702899.482,0,0,0,0,117767.0655,78773.89568,222269.4811,852_1
